variable,mean,median,10%,90%,feature,type,player_id,player_name,last_name,first_name,handed,birth_date,position_group,primary_position
beta[1870],-0.1625638195358003,-0.17095089869823377,-1.9625747062962278,1.6336525024291897,8e21faad-e800-5bc9-c0ab-dd31c702e09f_PP,PP,8e21faad-e800-5bc9-c0ab-dd31c702e09f,"Mackey, Connor",Mackey,Connor,L,1996-09-12,D,D
beta[1871],0.25193153517800226,0.2587166193355235,-1.627445895166521,2.138959961995559,be8e81a6-ec2f-39eb-ef48-6264cf6f5d01_PK,PK,be8e81a6-ec2f-39eb-ef48-6264cf6f5d01,"Harkins, Jansen",Harkins,Jansen,L,1997-05-23,F,C
beta[1872],0.14809029479207195,0.15366721082659576,-1.7714983643587805,2.035680777890918,7198f83d-2f1a-fa7f-fa4c-a2119e877247_PP,PP,7198f83d-2f1a-fa7f-fa4c-a2119e877247,"St. Ivany, Jack",St. Ivany,Jack,R,1999-07-22,D,D
beta[1873],0.8590752453946078,0.8507227499206076,-0.7639664206201354,2.495830920361869,e14d8b1e-280b-fcd3-8676-f0ec14a86d80_PP,PP,e14d8b1e-280b-fcd3-8676-f0ec14a86d80,"Hirvonen, Roni",Hirvonen,Roni,L,2002-01-10,F,C
beta[1874],-0.003206912512882916,-0.020877839524935722,-1.9186230135858806,1.91600335142165,a811daaa-9356-2318-9e10-11e1e2dea90f_PP,PP,a811daaa-9356-2318-9e10-11e1e2dea90f,"Gaunce, Cameron",Gaunce,Cameron,L,1990-03-19,D,D
beta[1875],0.14321487361360258,0.12923754741238774,-1.6745479135956016,1.9981016196863783,dd485778-5783-6b9b-187c-020bf03f4531_PP,PP,dd485778-5783-6b9b-187c-020bf03f4531,"Rifai, Marshall",Rifai,Marshall,L,1998-03-16,D,D
beta[1876],-0.20021713076324107,-0.20069461605555483,-1.8983886053288639,1.518493717047951,2323b24b-6ef2-4e8f-efb5-ad889ccbc106_PP,PP,2323b24b-6ef2-4e8f-efb5-ad889ccbc106,"Ingham, Jacob",Ingham,Jacob,L,2000-06-10,G,G
beta[1877],-0.11695309006351284,-0.12258752712591718,-1.888828640617511,1.6818968802640588,2323b24b-6ef2-4e8f-efb5-ad889ccbc106_PK,PK,2323b24b-6ef2-4e8f-efb5-ad889ccbc106,"Ingham, Jacob",Ingham,Jacob,L,2000-06-10,G,G
beta[1878],-0.4064786803437315,-0.4050813879638069,-2.099943432050253,1.2854548449747891,e01e67b9-2150-d1a5-ad6e-0588b64a281c_PK,PK,e01e67b9-2150-d1a5-ad6e-0588b64a281c,"Lee, Andre",Lee,Andre,L,2000-07-26,F,F
beta[1879],0.41527942324753053,0.42700550353019073,-1.4027594302278887,2.2454592726920697,e1386a3b-c1fb-9641-bb06-7ba06bb4d88c_PK,PK,e1386a3b-c1fb-9641-bb06-7ba06bb4d88c,"Caggiula, Drake",Caggiula,Drake,L,1994-06-20,F,LW
beta[1880],0.3854389758891549,0.40217121569294606,-1.5138955235647713,2.253173069255104,d151950a-074c-744d-f04a-0487129cf9e0_PP,PP,d151950a-074c-744d-f04a-0487129cf9e0,"Berglund, Carl",Berglund,Carl,L,2000-01-16,F,F
beta[1881],-0.16359351174801992,-0.17305723210654078,-1.968098311198009,1.6342942999251124,a6f50fe5-0f96-77e5-dbe3-3ce072fdee4d_PP,PP,a6f50fe5-0f96-77e5-dbe3-3ce072fdee4d,"Bolduc, Samuel",Bolduc,Samuel,L,2000-12-09,D,D
beta[1882],0.7051402197211639,0.7039557414694586,-1.104948949118881,2.5167632810345877,05b95071-fc69-bd44-2833-e883e840dcf9_PP,PP,05b95071-fc69-bd44-2833-e883e840dcf9,"Fasching, Hudson",Fasching,Hudson,R,1995-07-28,F,RW
beta[1883],0.005461517167144963,0.0032632177030111065,-1.9303455557462066,1.9691227959283495,a6f50fe5-0f96-77e5-dbe3-3ce072fdee4d_PK,PK,a6f50fe5-0f96-77e5-dbe3-3ce072fdee4d,"Bolduc, Samuel",Bolduc,Samuel,L,2000-12-09,D,D
beta[1884],-0.14738207358343688,-0.1490238035688018,-1.9929489833110463,1.687946781909647,2d0eb54e-169a-5f00-7761-2ca898c78da7_PP,PP,2d0eb54e-169a-5f00-7761-2ca898c78da7,"Filipe, Matt",Filipe,Matt,L,1997-12-31,F,LW
beta[1885],0.92837407021898255,0.9327912686282673,-0.861130415653434,2.706321492156893,b4a5f3d7-6dcc-ddb1-2e99-6d4e41755f66_PP,PP,b4a5f3d7-6dcc-ddb1-2e99-6d4e41755f66,"Colangelo, Sam",Colangelo,Sam,R,2001-12-26,F,RW
beta[1886],-0.05926185319804645,-0.042844626438703584,-1.9254421566084274,1.7788400500066437,e8c62b25-fc94-0d6b-6339-037c18054011_PP,PP,e8c62b25-fc94-0d6b-6339-037c18054011,"Smith, Konnor",Smith,Konnor,L,2004-11-06,D,D
beta[1887],-0.04418039355210445,-0.0297008002074326,-1.9492476071421394,1.8528097417207343,506ed90c-046c-1355-5f4b-198a95c3b689_PP,PP,506ed90c-046c-1355-5f4b-198a95c3b689,"Howe, Travis",Howe,Travis,R,1994-02-10,F,RW
beta[1888],0.020817654474461333,0.04075223698625978,-1.8859405496969182,1.898219740205777,e8c62b25-fc94-0d6b-6339-037c18054011_PK,PK,e8c62b25-fc94-0d6b-6339-037c18054011,"Smith, Konnor",Smith,Konnor,L,2004-11-06,D,D
beta[1889],-0.1411968702827407,-0.14829061498732643,-1.9681645120896085,1.6806532855628402,0cdec058-c5f4-0045-d7bc-01b73ecdfb07_PP,PP,0cdec058-c5f4-0045-d7bc-01b73ecdfb07,"Theisen, Colin",Theisen,Colin,L,1997-04-24,F,F
beta[1890],0.0010981451838301584,0.009776056238301273,-1.9200860345921575,1.8985702242440325,a4d621c2-4b44-71de-6e05-041df13f2858_PP,PP,a4d621c2-4b44-71de-6e05-041df13f2858,"Lucas, Andrew",Lucas,Andrew,R,1999-02-05,D,D
beta[1891],0.07055647114188597,0.07911716818590214,-1.8035886268050865,1.8901719011878577,a57e1296-4e60-4fa6-4a9d-784b27327f24_PK,PK,a57e1296-4e60-4fa6-4a9d-784b27327f24,"Usau, Ilya",Usau,Ilya,L,2001-08-03,F,F
beta[1892],-0.11760283870231199,-0.11561202890315199,-2.008009829131279,1.7595071935840412,62962656-a554-8ab3-7d7f-5669fa932604_PK,PK,62962656-a554-8ab3-7d7f-5669fa932604,"Goncalves, Gage",Goncalves,Gage,L,2001-01-16,F,C
beta[1893],-0.4744558756633815,-0.46774949778844954,-2.2084640967940596,1.2709454369189848,0e6b8ebb-9a77-586f-1784-a1fbbdac5c71_PP,PP,0e6b8ebb-9a77-586f-1784-a1fbbdac5c71,"Wisdom, Zayde",Wisdom,Zayde,R,2002-07-07,F,C
beta[1894],-0.3583982413082102,-0.3596872972708094,-2.202224186207044,1.4975307281385926,caea29a5-fbb3-0a09-a224-442a8a2efb50_PK,PK,caea29a5-fbb3-0a09-a224-442a8a2efb50,"Rees, Jamieson",Rees,Jamieson,L,2001-02-26,F,LW
beta[1895],0.012750444867010982,0.01487031668336208,-1.856576138676935,1.9018176982695019,272de64a-7d31-21fc-c289-c314245517bf_PK,PK,272de64a-7d31-21fc-c289-c314245517bf,"Gendron, Alexis",Gendron,Alexis,L,2003-12-30,F,F
beta[1896],-0.678028528173425,-0.665935502923019,-2.5223649898883,1.155437048512003,8287ec3b-6cc4-cfd8-ded5-d59e0b7b60de_PP,PP,8287ec3b-6cc4-cfd8-ded5-d59e0b7b60de,"Pavlychev, Nikita",Pavlychev,Nikita,L,1997-03-23,F,C
beta[1897],-0.5226644421913702,-0.5094598122927241,-2.2621757204679604,1.2019970794423693,b18a382f-18a4-2fd8-10e5-fa3a3726fe0d_PP,PP,b18a382f-18a4-2fd8-10e5-fa3a3726fe0d,"Khaira, Jujhar",Khaira,Jujhar,L,1994-08-13,F,C
beta[1898],0.5490971654341563,0.5601361933962525,-1.184902832281146,2.2686537739268746,cbabf9a6-fbd2-f2f6-6f08-ba10e8ea843f_PP,PP,cbabf9a6-fbd2-f2f6-6f08-ba10e8ea843f,"Mermis, Dakota",Mermis,Dakota,L,1994-01-05,D,D
beta[1899],-0.15753026721720714,-0.15921878668338857,-1.8891621117552977,1.5808576205580658,b8c6b250-84bc-2be1-fefe-d5c971f905cd_PP,PP,b8c6b250-84bc-2be1-fefe-d5c971f905cd,"Lettieri, Vinni",Lettieri,Vinni,R,1995-02-06,F,C
beta[1900],-0.242950501196626,-0.23647548902111312,-1.9800778082955006,1.4642232708839495,cbabf9a6-fbd2-f2f6-6f08-ba10e8ea843f_PK,PK,cbabf9a6-fbd2-f2f6-6f08-ba10e8ea843f,"Mermis, Dakota",Mermis,Dakota,L,1994-01-05,D,D
beta[1901],-0.426032097395815,-0.42042364771980417,-2.2014162610562216,1.3194098553978835,b18a382f-18a4-2fd8-10e5-fa3a3726fe0d_PK,PK,b18a382f-18a4-2fd8-10e5-fa3a3726fe0d,"Khaira, Jujhar",Khaira,Jujhar,L,1994-08-13,F,C
beta[1902],0.021104483735853295,0.02996043323553409,-1.8598725460338337,1.8752215942784882,b8c6b250-84bc-2be1-fefe-d5c971f905cd_PK,PK,b8c6b250-84bc-2be1-fefe-d5c971f905cd,"Lettieri, Vinni",Lettieri,Vinni,R,1995-02-06,F,C
beta[1903],0.22882080847359446,0.22605233891317356,-1.5773246774060237,1.991454895763747,1f7d541e-c817-b5ca-47db-11dc426dc74f_PK,PK,1f7d541e-c817-b5ca-47db-11dc426dc74f,"Fleury, Haydn",Fleury,Haydn,L,1996-07-08,D,D
beta[1904],-0.018613162674710373,-0.00997900995106507,-1.9382567201225838,1.9155762141573007,1f7d541e-c817-b5ca-47db-11dc426dc74f_PP,PP,1f7d541e-c817-b5ca-47db-11dc426dc74f,"Fleury, Haydn",Fleury,Haydn,L,1996-07-08,D,D
beta[1905],0.21228808253960907,0.22102173703576017,-1.6670063855265858,2.103273844907509,b1b67a37-e1c5-ac97-bca7-c8284b6be1f9_PK,PK,b1b67a37-e1c5-ac97-bca7-c8284b6be1f9,"Sparks, Garret",Sparks,Garret,L,1993-06-28,G,G
beta[1906],0.20374261918804612,0.2010850576475423,-1.6093112000207201,2.023975599819968,b1b67a37-e1c5-ac97-bca7-c8284b6be1f9_PP,PP,b1b67a37-e1c5-ac97-bca7-c8284b6be1f9,"Sparks, Garret",Sparks,Garret,L,1993-06-28,G,G
beta[1907],0.12611590399528144,0.11442374099092963,-1.7397572387512354,1.9849529231454612,c8024fec-51b4-5225-e66f-bd6ebed34b9b_PK,PK,c8024fec-51b4-5225-e66f-bd6ebed34b9b,"Wiebe, Jaxsen",Wiebe,Jaxsen,R,2002-05-16,F,RW
beta[1908],0.007428434562977427,-0.009980859173904334,-1.8755993365313215,1.9204638958153288,82b3d9a5-d885-129a-d048-8a61788abdb8_PK,PK,82b3d9a5-d885-129a-d048-8a61788abdb8,"Pastujov, Sasha",Pastujov,Sasha,L,2003-07-15,F,LW
beta[1909],-0.012335235369201284,-0.00600153685788574,-1.9132275445484397,1.8733535853624108,b1d28ddf-4bc2-2b56-a1c2-123e233a2f2f_PP,PP,b1d28ddf-4bc2-2b56-a1c2-123e233a2f2f,"Loewen, Jermaine",Loewen,Jermaine,L,1998-01-18,F,LW
beta[1910],1.1135837290019654,1.1051607271164285,-0.4550983422282223,2.668989607698143,6f5b1903-66fd-ee7b-f360-05b75d2e6fa6_PK,PK,6f5b1903-66fd-ee7b-f360-05b75d2e6fa6,"Saville, Isaiah",Saville,Isaiah,R,2000-09-21,G,G
beta[1911],0.49872746741745283,0.506062752007882,-1.0859034963023748,2.076832211037132,6f5b1903-66fd-ee7b-f360-05b75d2e6fa6_PP,PP,6f5b1903-66fd-ee7b-f360-05b75d2e6fa6,"Saville, Isaiah",Saville,Isaiah,R,2000-09-21,G,G
beta[1912],1.4854073876250788,1.4884305372406528,-0.3122975350978068,3.335104921492502,7ded16cf-d2c8-7e4b-a0b6-edfdcf61afd0_PP,PP,7ded16cf-d2c8-7e4b-a0b6-edfdcf61afd0,"Friedman, Mark",Friedman,Mark,R,1995-12-25,D,D
beta[1913],-0.10120876441533908,-0.10590729888359056,-1.9626585173127773,1.7535905350043812,e918450e-ded3-d0b7-60e9-6090d9b2c120_PP,PP,e918450e-ded3-d0b7-60e9-6090d9b2c120,"Stienburg, Matt",Stienburg,Matt,R,2000-10-07,F,F
beta[1914],-0.0789262374478084,-0.07248634660577484,-1.944540060986844,1.7560395242235778,49ac45b2-bab8-bd73-861d-5c244da1ec2c_PP,PP,49ac45b2-bab8-bd73-861d-5c244da1ec2c,"Aamodt, Wyatt",Aamodt,Wyatt,L,1997-11-22,D,D
beta[1915],-0.01251815359022917,-0.022908729975922616,-1.9073274650418903,1.875722958527587,b2928a2f-57af-15cf-fb3f-b3917e2f5b6a_PK,PK,b2928a2f-57af-15cf-fb3f-b3917e2f5b6a,"Masters, Kyle",Masters,Kyle,R,2003-04-09,D,D
beta[1916],-0.3936357543764692,-0.3953775336409442,-2.055593046698195,1.2905511062316442,157fdd64-36f2-ac7f-b2e3-489f22ef38ad_PK,PK,157fdd64-36f2-ac7f-b2e3-489f22ef38ad,"Busdeker, D.J.",Busdeker,D.J.,R,1999-09-25,F,F
beta[1917],0.915091297029038,0.9152994079530423,-0.7450597562179223,2.5691713122094066,863d936c-68f6-3ace-2e26-0a53db32499b_PP,PP,863d936c-68f6-3ace-2e26-0a53db32499b,"Mann, Strauss",Mann,Strauss,L,1998-08-18,G,G
beta[1918],-0.022608950882576008,-0.02809679907484499,-1.9043098279478197,1.8800251914356312,42be5bc9-7952-affb-ce16-442e16f141e2_PP,PP,42be5bc9-7952-affb-ce16-442e16f141e2,"Keeper, Brady",Keeper,Brady,R,1996-06-05,D,D
beta[1919],-0.22543171810297846,-0.22331136621290032,-1.8557970294632267,1.372169076477894,863d936c-68f6-3ace-2e26-0a53db32499b_PK,PK,863d936c-68f6-3ace-2e26-0a53db32499b,"Mann, Strauss",Mann,Strauss,L,1998-08-18,G,G
beta[1920],-0.1525752443946943,-0.1570844718293928,-1.8910977669167708,1.5870242149275162,42be5bc9-7952-affb-ce16-442e16f141e2_PK,PK,42be5bc9-7952-affb-ce16-442e16f141e2,"Keeper, Brady",Keeper,Brady,R,1996-06-05,D,D
beta[1921],-0.06920267998135558,-0.06514619836956136,-2.0095637977322363,1.8341007245711936,5833dbf2-d4d6-e001-2cd5-74d2a3bac7c2_PK,PK,5833dbf2-d4d6-e001-2cd5-74d2a3bac7c2,"Boucher, Matthew",Boucher,Matthew,L,1997-12-17,F,LW
beta[1922],-0.05813594979401466,-0.07192546491229264,-1.9396252590943461,1.8419873422775277,665699cd-274f-78a9-d163-2779fc7210a0_PP,PP,665699cd-274f-78a9-d163-2779fc7210a0,"Singleton, Tate",Singleton,Tate,L,1998-09-05,F,C
beta[1923],0.011536183893073844,0.01665049307480792,-1.9104606608266121,1.9506414652169197,665699cd-274f-78a9-d163-2779fc7210a0_PK,PK,665699cd-274f-78a9-d163-2779fc7210a0,"Singleton, Tate",Singleton,Tate,L,1998-09-05,F,C
beta[1924],-0.05445576915302586,-0.04584829838582982,-1.9725236408601554,1.8764761805724999,231a94b8-a063-d545-fed1-3a6b279a5467_PP,PP,231a94b8-a063-d545-fed1-3a6b279a5467,"Barbolini, Matthew",Barbolini,Matthew,L,2000-06-01,F,F
beta[1925],0.07644820722044277,0.075383164722539,-1.7618763550739096,1.9314390202125242,afb0b0bb-bf63-52dc-2656-6bd1c99d80c8_PP,PP,afb0b0bb-bf63-52dc-2656-6bd1c99d80c8,"Quillan, Jacob",Quillan,Jacob,L,2002-02-02,F,C
beta[1926],1.1923565256754545,1.1892818572140373,-0.624932794615484,3.003322068975973,8b9b4b63-03ae-91fb-4bc5-905211a4f5af_PP,PP,8b9b4b63-03ae-91fb-4bc5-905211a4f5af,"Johnson, Isaac",Johnson,Isaac,R,1999-01-24,F,RW
beta[1927],0.007918677515619203,-0.0038817256729108984,-1.9058704139831706,1.9572880057846715,afb0b0bb-bf63-52dc-2656-6bd1c99d80c8_PK,PK,afb0b0bb-bf63-52dc-2656-6bd1c99d80c8,"Quillan, Jacob",Quillan,Jacob,L,2002-02-02,F,C
beta[1928],-0.06223909535602067,-0.056513655628342895,-1.9654138401403392,1.8437542714757322,e14d8b1e-280b-fcd3-8676-f0ec14a86d80_PK,PK,e14d8b1e-280b-fcd3-8676-f0ec14a86d80,"Hirvonen, Roni",Hirvonen,Roni,L,2002-01-10,F,C
beta[1929],-0.6488828171207472,-0.640574128146435,-2.518307203565554,1.2034929239096304,db9c8af3-01e3-2f51-4cfd-cabf439c3c0f_PK,PK,db9c8af3-01e3-2f51-4cfd-cabf439c3c0f,"Skoog, Wilmer",Skoog,Wilmer,L,1999-07-17,F,F
beta[1930],-0.05083869433720876,-0.046588927367336025,-1.7934571494209737,1.6687219891000429,481557d2-206d-33a3-ff24-624dd21c0ac5_PK,PK,481557d2-206d-33a3-ff24-624dd21c0ac5,"Karashik, Adam",Karashik,Adam,R,1998-01-15,D,D
beta[1931],-0.7363722731773218,-0.7348546503988107,-2.329173461893188,0.8521542906783711,8127c1a5-26ad-e502-64ef-c7ff9b63667f_PP,PP,8127c1a5-26ad-e502-64ef-c7ff9b63667f,"Foote, Cal",Foote,Cal,R,1998-12-13,D,D
beta[1932],-0.4282767406432472,-0.4371683239959342,-2.0749647768394714,1.2033667059693898,8127c1a5-26ad-e502-64ef-c7ff9b63667f_PK,PK,8127c1a5-26ad-e502-64ef-c7ff9b63667f,"Foote, Cal",Foote,Cal,R,1998-12-13,D,D
beta[1933],0.6076927170066857,0.6175248515671652,-0.9573921129164338,2.171157071230637,c441fd8f-8d2e-64c0-33cb-cb6cb59ab4a5_PP,PP,c441fd8f-8d2e-64c0-33cb-cb6cb59ab4a5,"Alnefelt, Hugo",Alnefelt,Hugo,L,2001-06-04,G,G
beta[1934],0.2069466017125652,0.18851139484514218,-1.5738124499474226,1.9967446780216664,ec1ce0f1-da94-b52d-8de7-fe60510f16bc_PP,PP,ec1ce0f1-da94-b52d-8de7-fe60510f16bc,"Sjalin, Calle",Sjalin,Calle,L,1999-09-02,D,D
beta[1935],0.3024810097078424,0.29773871089915455,-1.4626817004171129,2.0814253831583214,7acd0753-0481-bf79-389e-22176bf55ee2_PP,PP,7acd0753-0481-bf79-389e-22176bf55ee2,"Houser, Michael",Houser,Michael,L,1992-09-13,G,G
beta[1936],0.013639762448813672,0.0016139426370811783,-1.8674383099923726,1.8866710792444878,e1cd373a-d602-eb20-f705-896399805d5c_PK,PK,e1cd373a-d602-eb20-f705-896399805d5c,"Cruikshank, Grant",Cruikshank,Grant,L,1998-07-19,F,C
beta[1937],-0.662539673746176,-0.6504898072123935,-2.422439574771259,1.0907864737212445,7acd0753-0481-bf79-389e-22176bf55ee2_PK,PK,7acd0753-0481-bf79-389e-22176bf55ee2,"Houser, Michael",Houser,Michael,L,1992-09-13,G,G
beta[1938],0.1451790643281041,0.15562716598955617,-1.6842109382815524,2.005967248793245,5e07be36-1384-d298-ee92-4894ea6da4da_PP,PP,5e07be36-1384-d298-ee92-4894ea6da4da,"Francis, Ryan",Francis,Ryan,R,2001-12-02,F,F
beta[1939],-1.0848284365128866,-1.0837873983075106,-2.8018217745641834,0.6057891299558578,10dc6160-92cb-46e1-6a03-5ad027bace99_PK,PK,10dc6160-92cb-46e1-6a03-5ad027bace99,"Guryev, Artem",Guryev,Artem,L,2003-05-17,D,D
beta[1940],-0.381330577149917,-0.38398605364715266,-2.2129013571287484,1.450870293598529,f9a7d1ed-389b-12c2-9eaf-5265b329406b_PK,PK,f9a7d1ed-389b-12c2-9eaf-5265b329406b,"Young, Colton",Young,Colton,L,1998-08-23,F,F
beta[1941],0.38511295053643096,0.39067975604682226,-1.4496785233469938,2.193482004259207,ab2f8c0e-cfd3-c0ac-74f5-8164c48764b2_PK,PK,ab2f8c0e-cfd3-c0ac-74f5-8164c48764b2,"Hodgson, Hayden",Hodgson,Hayden,R,1996-03-02,F,RW
beta[1942],0.01658348078697152,0.0029054265706595136,-1.8583351006160889,1.8852620697590805,6eb43e9b-bd2f-9c8c-d063-d60cbb31c2a4_PK,PK,6eb43e9b-bd2f-9c8c-d063-d60cbb31c2a4,"Gurianov, Denis",Gurianov,Denis,L,1997-06-07,F,F
beta[1943],-0.06824605716564364,-0.06947718222481061,-2.021981836233799,1.8703359976795064,f6797690-ed0a-2b75-0a01-496610012676_PK,PK,f6797690-ed0a-2b75-0a01-496610012676,"Mutter, Navrin",Mutter,Navrin,L,2001-03-15,F,LW
beta[1944],-0.007453405940234958,-0.009533017112101878,-1.9246115293491748,1.9129120012712986,88947b55-b654-777f-1975-626f9ea28095_PP,PP,88947b55-b654-777f-1975-626f9ea28095,"Bezeau, Riley",Bezeau,Riley,R,2002-05-04,F,F
beta[1945],0.14793585026724318,0.13466443610072282,-1.6653175811113727,1.979197267743728,acbdcc82-71fc-3c33-ba21-35cb831c9cbd_PP,PP,acbdcc82-71fc-3c33-ba21-35cb831c9cbd,"Cesana, Dennis",Cesana,Dennis,R,1998-04-04,D,D
beta[1946],-0.20370714414205388,-0.18847970218096732,-2.146057399191427,1.7329984240025966,d355580c-76bd-6feb-cb4a-c789e8954d9e_PP,PP,d355580c-76bd-6feb-cb4a-c789e8954d9e,"Zloty, Benjamin",Zloty,Benjamin,L,2002-02-24,D,D
beta[1947],0.39868768871379556,0.38329596594523296,-1.2538488513794528,2.1024413375448088,eaab14dd-8505-cdf5-3f38-9f935e6969f3_PP,PP,eaab14dd-8505-cdf5-3f38-9f935e6969f3,"Nemec, Simon",Nemec,Simon,R,2004-02-15,D,D
beta[1948],-0.009436844194491787,-0.012063344251162211,-1.872705049991555,1.8903604452124372,9f82eb7d-8cd0-8a8d-3c54-a095374fe9f9_PK,PK,9f82eb7d-8cd0-8a8d-3c54-a095374fe9f9,"Lucius, Chaz",Lucius,Chaz,R,2003-05-02,F,C
beta[1949],-0.23787751356348488,-0.25746449621413164,-2.0882874181417392,1.625727025345558,800573f9-983d-f26c-6768-3c97219f0f85_PP,PP,800573f9-983d-f26c-6768-3c97219f0f85,"Allan, Nolan",Allan,Nolan,L,2003-04-28,D,D
beta[1950],-0.10726079220983731,-0.10067806201082471,-1.9992184714971637,1.7638171825314457,0ca4f9ef-7e7a-d691-6e1c-16d394e84bfe_PP,PP,0ca4f9ef-7e7a-d691-6e1c-16d394e84bfe,"Baddock, Brandon",Baddock,Brandon,L,1995-03-29,F,LW
beta[1951],-0.04683245991180473,-0.03940881220814705,-1.9265487990782115,1.809966903460964,b8455924-5254-86eb-23ef-ff5636bcaa43_PP,PP,b8455924-5254-86eb-23ef-ff5636bcaa43,"Perrott, Andrew",Perrott,Andrew,R,2001-08-24,D,D
beta[1952],0.2496574016100591,0.2555417090032821,-1.5914378617371316,2.077158385370975,9f82eb7d-8cd0-8a8d-3c54-a095374fe9f9_PP,PP,9f82eb7d-8cd0-8a8d-3c54-a095374fe9f9,"Lucius, Chaz",Lucius,Chaz,R,2003-05-02,F,C
beta[1953],0.05158660249422098,0.04411021790178739,-1.7006035252985556,1.8106681660200261,c10719af-87b4-f64d-abda-4dd75b197b9d_PP,PP,c10719af-87b4-f64d-abda-4dd75b197b9d,"Kniazev, Artemi",Kniazev,Artemi,L,2001-01-04,D,D
beta[1954],-0.14690749326637437,-0.14219485518738922,-2.001402402853724,1.719532559143429,c10719af-87b4-f64d-abda-4dd75b197b9d_PK,PK,c10719af-87b4-f64d-abda-4dd75b197b9d,"Kniazev, Artemi",Kniazev,Artemi,L,2001-01-04,D,D
beta[1955],0.24163639364540768,0.22178213724888057,-1.6060352562298732,2.091492696368515,8f7c6f8d-3bdb-a0bb-1ec6-89d287eacff5_PK,PK,8f7c6f8d-3bdb-a0bb-1ec6-89d287eacff5,"Lambert, Brad",Lambert,Brad,R,2003-12-19,F,F
beta[1956],0.06041602539796407,0.04419515663367192,-1.7948726769244558,1.9333058594909047,dd91f3fc-eed6-9558-5fcc-f84206b9651f_PK,PK,dd91f3fc-eed6-9558-5fcc-f84206b9651f,"Marcel, Marcel",Marcel,Marcel,L,2003-10-31,F,F
beta[1957],0.013683921449142664,0.02672598638785665,-1.901889819199066,1.8842324621425914,3b937317-88d9-8fb2-ebd2-268555930325_PP,PP,3b937317-88d9-8fb2-ebd2-268555930325,"Tychonick, Jonny",Tychonick,Jonny,L,2000-03-03,D,D
beta[1958],0.006427008571153986,0.003401765240806485,-1.9160338024600294,1.952611330968899,dbbae946-8f04-1674-1477-e384d02e344c_PK,PK,dbbae946-8f04-1674-1477-e384d02e344c,"Laaouan, Noah",Laaouan,Noah,R,2001-03-07,D,D
beta[1959],0.7509113491078835,0.7433864517481179,-0.90494208686284,2.4092376933897706,efb7b97c-05cb-311b-d308-6fac86bb3f35_PK,PK,efb7b97c-05cb-311b-d308-6fac86bb3f35,"Morris, Cale",Morris,Cale,L,1996-05-22,G,G
beta[1960],0.7106645272734703,0.7072192730080368,-1.0668826409338006,2.511819693577694,fd45525b-8660-6dbf-0ae5-1589daee800f_PP,PP,fd45525b-8660-6dbf-0ae5-1589daee800f,"McMann, Bobby",McMann,Bobby,L,1996-06-15,F,C
beta[1961],0.7893173833009063,0.811183375988324,-0.9464916535805161,2.5327242894755897,cfb46079-cb96-b7c5-442e-26ea0e34e136_PP,PP,cfb46079-cb96-b7c5-442e-26ea0e34e136,"Robertson, Nick",Robertson,Nick,L,2001-09-11,F,LW
beta[1962],-0.32366493605823893,-0.3175950225292309,-2.1907602495994736,1.5523561155882581,4d3e2b74-879a-b997-e31f-715ee7403cb7_PK,PK,4d3e2b74-879a-b997-e31f-715ee7403cb7,"Mersch, Michael",Mersch,Michael,L,1992-10-02,F,RW
beta[1963],-0.3417501360208881,-0.3351712037390142,-2.2047361245009047,1.5410229314604476,9e9f0d39-c731-c9ca-363a-b83c1659dcc9_PK,PK,9e9f0d39-c731-c9ca-363a-b83c1659dcc9,"Lagesson, William",Lagesson,William,L,1996-02-22,D,D
beta[1964],0.023003914847616356,0.017002379030536717,-1.9234377483917433,1.9595300426038063,fd45525b-8660-6dbf-0ae5-1589daee800f_PK,PK,fd45525b-8660-6dbf-0ae5-1589daee800f,"McMann, Bobby",McMann,Bobby,L,1996-06-15,F,C
beta[1965],0.12658801485785498,0.12471181365813946,-1.721383540336561,1.9894723581148206,481557d2-206d-33a3-ff24-624dd21c0ac5_PP,PP,481557d2-206d-33a3-ff24-624dd21c0ac5,"Karashik, Adam",Karashik,Adam,R,1998-01-15,D,D
beta[1966],0.9455450336237525,0.9552455350710358,-0.8504521253293968,2.7176764386589003,0f019453-f052-7bc8-02ed-1016fda53512_PK,PK,0f019453-f052-7bc8-02ed-1016fda53512,"Harpur, Ben",Harpur,Ben,L,1995-01-12,D,D
beta[1967],0.18843871876471635,0.17601689037567436,-1.5430027322968747,1.9285626208194464,e9563f4f-7930-e1a6-b216-d97b3048803b_PP,PP,e9563f4f-7930-e1a6-b216-d97b3048803b,"Trivigno, Bobby",Trivigno,Bobby,L,1999-01-19,F,LW
beta[1968],0.2121261045665466,0.2239080213742855,-1.6825702059607661,2.0866057772159703,0f019453-f052-7bc8-02ed-1016fda53512_PP,PP,0f019453-f052-7bc8-02ed-1016fda53512,"Harpur, Ben",Harpur,Ben,L,1995-01-12,D,D
beta[1969],-0.8133260664807422,-0.8151604610186505,-2.672107345168761,1.0499054039669413,3a10f482-4800-bee5-3045-86b128ec6420_PP,PP,3a10f482-4800-bee5-3045-86b128ec6420,"Rempe, Matthew",Rempe,Matthew,R,2002-06-29,F,C
